,id,source_url,captions,md5
17,25962861,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/25962861/1200,"Acorn_Woodpecker, Males in Colombia have reduced red crowns while females lack red crowns all together. The throat is yellower than individuals farther north in the United States.",896c4dc327b762006959362cdca372bc
18,465954,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/465954/1200,"Acorn_Woodpecker, Medium-sized woodpecker with a clownish face. Males have a red cap and whitish forehead. In flight, note white rump and wing patches.",b2e247234c904f92bba4b19b8a5b0c67
19,60016351,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60016351/1200,"Acorn_Woodpecker, Individuals from Costa Rica and Panama have brighter yellow throats. Some individuals also have red feathers on the chest.",0cf8c965123797b932daff6fe5d83c44
20,60143481,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60143481/1200,"Acorn_Woodpecker, Found in oak and pine-oak woodlands. Creates granaries in dead trees, storing acorns and other seeds for later use.",e8dc011611cf17328e668814042cffa4
21,465756,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/465756/1200,"Acorn_Woodpecker, Medium-sized woodpecker with a clownish face. Males have a red cap and whitish forehead. In flight, note white rump and wing patches.",e79d21365ad450ea04eb1d0c9ab37c88
22,454589,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/454589/1200,"Acorn_Woodpecker, Medium-sized woodpecker with a clownish face. Males have a red cap and whitish forehead. In flight, note white rump and wing patches.",d470be1ed9e478522b96e665335763ee
23,408414631,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/408414631/1200,"African_Collared-Dove, Fairly large dove with small, round head, thin bill, and square tail. Pale buff-white overall, with black crescent on nape. Note white undertail coverts.",f70d04d4f1b3cb1c3f27455e50ae091c
24,64500181,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64500181/1200,"African_Collared-Dove, Fairly large dove with long, square-tipped tail and thin bill. The tail is dark at the base and white at the tip; white extends all the way to the edges of the tail feathers. Note white undertail.",c5bb3a9cf3eef28226082f393e3ecab0
25,26157651,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/26157651/1200,"African_Collared-Dove, Rare in continental North America. Often found around human habitation.",c23744e5bbe3163495f2a05296bab8a3
26,182004971,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/182004971/1200,"African_Collared-Dove, Plumage can vary from pale gray-white to tawny-buff. Wingtips are only slightly darker than the rest of the wing and back.",c40e82d287fcbcea61f7e63bed61c143
27,276319151,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276319151/1200,"African_Collared-Dove, Plumage can vary from pale gray-white to tawny-buff. Wingtips are only slightly darker than the rest of the wing and back.",f78b8ded57c53b9048c87130a08e3d67
28,261194631,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/261194631/1200,"African_Collared-Dove, Found in arid habitats in native range.",46d949965410a25e576aa05500ec6e4d
29,105399651,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/105399651/1200,"Alder_Flycatcher, Small flycatcher with a round head. Greenish olive above with 2 pale wingbars and a thin white eyering that is often difficult to see. Note white throat.",3953e2bf38d990c89e01633e54c39ee4
30,38719001,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38719001/1200,"Alder_Flycatcher, Greenish olive above with 2 pale wingbars and a thin white eyering, clearly visible on this individual.",dfd171743aac89eadbf021364c9446f4
31,463809,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/463809/1200,"Alder_Flycatcher, Song (audible in background) is a buzzy ""free beer"" or ""fee-bee-o,"" somewhat similar to Eastern Phoebe.",3c79631e1e4027b5f28ff16e9853ad3e
32,166073351,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/166073351/1200,"Alder_Flycatcher, Small flycatcher with a round head. Greenish olive above with 2 pale wingbars and a thin white eyering that is often difficult to see. Note white throat.",54d2a06fd1a3ac8daf060b7252cd102a
33,249708081,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/249708081/1200,"Alder_Flycatcher, From the front the white throat stands out against the gray chest band. Sometimes raises crown feathers. Eyering is very thin and sometimes not visible.",935661413e7091826cff7d5799c867b8
34,39613781,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39613781/1200,"Alder_Flycatcher, Breeds in shrubby wetlands or wet thickets with alders. Extremely similar to Willow Flycatcher; song is the most reliable ""field mark.""",cd24ba83e4ba10f6522df0fd4babb3ae
35,74191951,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/74191951/1200,"Allens_Hummingbird, Compact and stocky hummingbird. Adult males have a reddish-orange throat and an orange belly.",0e25e046b9ca7f5496b6f0733f4dce25
36,251583031,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/251583031/1200,"Allens_Hummingbird, Small and compact hummingbird. Females/immatures have a dull metallic green back and pale coppery flanks.",1e119a53909e2effe202740cd1c6ef1b
37,406338,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/406338/1200,"Allens_Hummingbird, Perched female/immature Allen's Hummingbirds can be difficult to separate from Rufous Hummingbirds.",eedc9d4b30b2efa6d9c89da1d954fe10
38,52038471,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/52038471/1200,"Allens_Hummingbird, Note the very narrow tail feathers when the tail is spread. Adult males are coppery below and bronze-green above with a coppery tail.",382efbd0d09fde80a180abd467fb4607
39,89505391,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/89505391/1200,"Allens_Hummingbird, Compact and stocky hummingbird. Adult males have a reddish-orange throat and an orange belly.",01776eb2bfb8eb12be12c22d487bce28
40,406512,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/406512/1200,"Allens_Hummingbird, Though difficult to see look for narrow outer tail feathers on flying birds to separate them from Rufous Hummingbirds. This video has no audio.",7e53a432ef8e1a5c3db13ff35452352e
41,297978981,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297978981/1200,"Allens_Hummingbird, Females/immatures have a bronze-green back. Although subtle, note coppery eyebrow.",65d50287417b63c0d4a155768e639458
42,112122421,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/112122421/1200,"Allens_Hummingbird, Females/immatures are bronze-green above with paler coppery sides. They both have bits of bronze spotting on their throats, though females have more spots and a small patch of reddish orange in the center of the throat.",2550ff8309c181e30f4c3d0a69acacd6
43,468257,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/468257/1200,"Allens_Hummingbird, The female builds the nest, incubates the eggs, and takes care of the nestlings without help from the male.",e538f0073f7a26b6169446378b994026
44,44144231,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44144231/1200,"Allens_Hummingbird, Compact and stocky hummingbird. Adult males have a reddish-orange throat and an orange belly.",a647e65425d2b52434254275b11feb99
45,48020051,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48020051/1200,"Allens_Hummingbird, Females/immatures are very difficult to separate from females/immatures Rufous Hummingbird. Separated by shape of spread tail; narrow outer tail feathers on Allen's, but wide on Rufous.",50ca315095f63e84f346a0b698f33fe8
46,298479501,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/298479501/1200,"Allens_Hummingbird, Compact and stocky hummingbird. Adult males have a reddish-orange throat and an orange belly.",5c05fcb0d25ab1149a6b618721de3c51
47,281670201,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/281670201/1200,"Allens_Hummingbird, Breeds in coastal forest, scrub, and chaparral along a narrow strip that stretches up the coast from California to southern Oregon.",c11ef196e90d70154bcbd521178b1158
48,199742621,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/199742621/1200,"Altamira_Oriole, The largest oriole in the U.S. with a stout and pointed bill. Males and females look similar and are bright orange overall with a black throat, mask, tail, and upper back.",0e0b2e29673dc6f713afcaa936eb8ec2
49,141056041,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/141056041/1200,"Altamira_Oriole, A large oriole with a stout, pointed bill. Bright orange overall with a black throat, mask, tail, and upper back. Year-round resident primarily in Mexico and Central America.",361bfb9da7f4b9e28cbed9abf1121c21
50,423568,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/423568/1200,"Altamira_Oriole, Found in dry woodlands, open areas with scattered trees, and arid scrublands.",1b2c697e810e4a422756e2b34a3e72c2
51,304373311,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304373311/1200,"Altamira_Oriole, The largest oriole in the U.S. with a stout and pointed bill. Males and females look similar and are bright orange overall with a black throat, mask, tail, and upper back.",eaad3b0de447ffe5cb89e7efe927e2f9
52,135972681,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/135972681/1200,"Altamira_Oriole, The largest oriole in the U.S. with a stout and pointed bill. Males and females look similar and are bright orange overall with a black throat, mask, tail, and upper back.",11fcbd0467660e90805a46131a6f6d77
53,450420,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/450420/1200,"Altamira_Oriole, Like many other orioles, Altamira Oriole also visit fruit feeders. This video has no audio.",f15e7468d7e5d9ef69f636dfd8ed8102
54,86999901,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/86999901/1200,"Altamira_Oriole, Found in areas with scattered trees and open riparian woodlands.",ff27d5d2e70070ce1c332ec4bf22c961
55,276543461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276543461/1200,"American_Avocet, Long-legged shorebird with a long, upturned bill. Breeding birds have a rusty head and neck and a black-and-white body.",ba82ddb8131a9ca70ddd225ca9a7dc78
56,215441411,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/215441411/1200,"American_Avocet, Tall shorebird with an upturned bill. Nonbreeding birds have a grayish white head.",7c48cd392e19a2916e8b7be62738e30e
57,404434,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/404434/1200,"American_Avocet, Forages in shallow wetlands. Sweeps its bill side to side through the water to catch invertebrates.",28f87137ab54620190e5a9f39c02649e
58,117583981,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/117583981/1200,"American_Avocet, In flight, note black patch on the back.",f323066f19e22a338e50b5c76212a1ab
59,57642501,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/57642501/1200,"American_Avocet, Swings its long upturned bill through shallow water to catch small invertebrates.",0d41462d49adcbbbc74d500333ec3d0d
60,448150,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/448150/1200,"American_Avocet, Slowly walks through wetlands shaking its foot with each step.",148c503000d6050a6fee42e82c6eb5e8
61,54611061,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/54611061/1200,"American_Avocet, Tall and graceful shorebird with a striking black-and-white body, a rusty head and neck, and an upturned bill. Females tend to have more sharply curved bills than males.",6ca8ba11834da91c6a0c1428307b7bc3
62,62803291,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/62803291/1200,"American_Avocet, Young leave the nest within 24 hours. Juveniles are downy with a mottled back, gaining adultlike plumage as they age. Juveniles have a straighter bill than adults.",a9b9410302d920b1af424b826fe7f559
63,471408,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/471408/1200,"American_Avocet, Often rests on one leg, tucking its bill under the shoulder.",b663437bee60a6878eedbe36dc142ca1
64,28955461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/28955461/1200,"American_Avocet, Often wades while foraging but also swims. Males tend to have less curve in the bill than females.",a55194ff93a1612b89a554d8927821db
65,229745231,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/229745231/1200,"American_Avocet, Found in shallow fresh and saltwater wetlands.",f66fd4d8e8172b6ef41b02d42e2695cd
66,475587,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/475587/1200,"American_Avocet, Swipes bill from side to side or pecks into the water to catch aquatic invertebrates and small fish.",c5672d243290c929809bbf8b5dc6aeaf
67,155550701,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/155550701/1200,"American_Barn_Owl, Medium-sized owl with a white heart-shaped face. Gray and cinnamon above and white below, although some have cinnamon colored and spotty chests.",f6ecf2ee1099f4a6f4a0699372c136a7
68,58991071,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/58991071/1200,"American_Barn_Owl, White heart-shaped face and dark eyes are distinctive.",4449b113ca74939d4e60cb99124d79a8
69,218625811,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/218625811/1200,"American_Barn_Owl, During hard winters, or in times of food shortages, American Barn Owls sometimes hunt during the day, often frequenting the same open country habitats used by Northern Harriers.",e35ff2fbff56043fa438a7b65341390d
70,139771501,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/139771501/1200,"American_Barn_Owl, The ""Galapagos"" subspecies group is white to golden-buff below, with small spots or fine brownish lines below.",edd7b25767a1aa88c5b9add393e5f3c0
71,193229461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/193229461/1200,"American_Barn_Owl, Birds in the ""Lesser Antilles"" subspecies group are dark overall and are sometimes treated as a separate species or as a subspecies of Ashy-faced Owl.",1f6b9838a971faa0dd0b64e776b938bc
72,447878,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/447878/1200,"American_Barn_Owl, Pale owl with large, heart-shaped facial disk. Capable of rotating head extensively. This video has no audio.",2884d901e64d671a29d2a7f47cd6c83b
73,91185011,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/91185011/1200,"American_Barn_Owl, Long, rounded wings and short tails contribute to their loping and buoyant flight style.",6e10f17545f13c8f8a5ea7533224faff
74,447886,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/447886/1200,"American_Barn_Owl, Light underparts can make American Barn Owls look exceptionally pale in low light. Broad rounded wings give them a buoyant flight style.",1a4620d9de928a8bbc64bae1e9e46563
75,54424771,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/54424771/1200,"American_Barn_Owl, Nests in holes in trees, cliff ledges and crevices, caves, burrows in river banks, barn lofts, church steeples, houses, and nest boxes.",ef8200d2e717c6e989a6a39cf592ce58
76,57982571,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/57982571/1200,"American_Barn_Owl, Nests and roosts in rock crevices, holes in trees, abandoned barns and other buildings, and dense trees.",29dd369b060b6f48879ee85f35f1ace6
77,410533,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/410533/1200,"American_Barn_Owl, Pale buffy-white underparts with darker spots. Active mainly at night; sleeps in well-hidden locations during daylight.",aa32255086ba996c48373ef88048d7ca
78,131194321,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/131194321/1200,"American_Bittern, Medium-sized heron with a long, thick neck and long, pointed bill. Well camouflaged: buffy and brown, with vertical brown stripes on its neck.",d9c80abc5c7c0d509179ba7edca1887f
79,20043701,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/20043701/1200,"American_Bittern, Medium-sized heron with a long, thick neck and long, pointed bill. Note long, black patch that extends from below the eye down the side of the neck.",a6ecda37361e64023f0b87eb8b3d5e6d
80,435224,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/435224/1200,"American_Bittern, Produces a distinctive ""pump-er-lunk"" call by repeatedly inflating their throat. These low-pitched calls allow American Bitterns to communicate effectively even when blocked by dense vegetation.",8ea631621963e58dc9e91a2c803eca0d
81,77170351,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/77170351/1200,"American_Bittern, In flight note dark flight feathers, pale coverts, and hunchbacked look.",905f36c6a09b8e4c5ff6bd21782a6dc6
82,27327631,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/27327631/1200,"American_Bittern, Tucks head into a hunch and slowly lifts its feet with toes spread as it walks slowly through open areas in wetlands.",81a7c8a8d59716a74560ad3cb20ab02e
83,435217,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/435217/1200,"American_Bittern, Almost exclusively occupies freshwater wetlands with tall vegetation year-round. Rarely occupies coastal tidal marshes or coastal areas with low vegetation.",9b08cac5d8fe30d5251d7343f8e70c39
84,20043691,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/20043691/1200,"American_Bittern, Note white throat and long, black patch of feathers that extends from below the eye down the side of the neck.",82bc23f32182f3bab2703d86130bbd5b
85,250797541,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/250797541/1200,"American_Bittern, Breeds mainly in freshwater wetlands with tall vegetation.",adb8bea090d78b4f5ab4c0cb06b3c469
86,435225,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/435225/1200,"American_Bittern, Flying style is similar to most other herons, with the neck retracted and legs trailing out behind, but American Bitterns have hurried and somewhat ungraceful wingbeats.",c7d35466534f3d228a05812e75d23b2e
87,480909,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/480909/1200,"American_Bittern, When approached by potential predators, American Bitterns attempt to camouflage themselves by pointing their bill upwards, compressing their body feathers, and remaining as still as the surrounding vegetation.",b5c4fc89b4caf83aabf4d91dc96a4181
88,51360971,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/51360971/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and yellow bill.",76855978f21244abdcab59724276e94a
89,27739861,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/27739861/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and dull olive bill.",9f73e43e93ddf6b971c90dc9a18262fe
90,483469,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/483469/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and yellow bill.",f9c440b4d7d7a6c43867e980284dc649
91,43979881,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43979881/1200,"American_Black_Duck, In flight shows dark bluish-purple secondaries bordered by black.",71ac2ec4d13c72743c3aafc5d88fb35d
92,293744741,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/293744741/1200,"American_Black_Duck, In flight shows contrasting white underwings.",1db8f09b43e15e2984c637c55e9e901a
93,483464,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/483464/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and yellow bill.",f81bfeed52aed03792eb177b9bdf8b02
94,213717241,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/213717241/1200,"American_Black_Duck, A large dabbling duck with a very dark brown body, pale gray-brown head, purple speculum, and red legs. Male has a bright yellow bill.",7353f73d19544026b93078929b16d3a1
95,50973421,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/50973421/1200,"American_Black_Duck, A large dabbling duck with a very dark brown body, pale gray-brown head, purple speculum, and red legs. Female has a dull olive bill.",94186e001c7808c5e5dd70485d3fd7f9
96,483461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/483461/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and yellow bill.",39466192fdf4029a3b0c7fdbaefdd72c
97,224895721,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/224895721/1200,"American_Black_Duck, The female has a darker and duller bill than the male, but is otherwise quite similar.",c7c482707b3f4f9e23c131aa17859291
98,208596551,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/208596551/1200,"American_Black_Duck, Hybridizes regularly with Mallard. Hybrid male has Mallard's iridescent green on upper part of head and American Black Duck's pale cheek.",bb563fc078e2e2667b632c356b266a0f
99,483473,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/483473/1200,"American_Black_Duck, Dark brown body contrasting with a pale brown head and yellow bill.",a063db58aeaef990e2162c0cf18c43cc
100,240529531,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/240529531/1200,"American_Black_Duck, Female leads brood after they leave the nest but ducklings feed themselves.",0094403941d3d0e538fee9a87bc1d66e
101,24654821,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/24654821/1200,"American_Black_Duck, Often flocks with other ducks, especially Mallards.",9a5a39bb51d173fd75992b9d89f6e711
102,207486761,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207486761/1200,"American_Black_Duck, Sometimes forms large flocks during migration and winter.",b42ca7b965b4ea885ac6263b27bfcb56
103,202472221,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/202472221/1200,"American_Coot, Plump waterbird with a rounded head and a sloping bill. Adults are dark gray overall with a white bill tipped in a ring of black.",25efc8f4ea01e654669bed32653dd0eb
104,20803451,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/20803451/1200,"American_Coot, On land appears rather chickenlike. Note the long lobed toes that help propel it in the water.",17ab7d93cb012db0dfb0ea891b6c1ec5
105,484492,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/484492/1200,"American_Coot, Bulky-bodied, ducklike bird with small, pointed bill. Typically feeds from the surface of the water but sometimes dives.",1a8a0dc3ef2428efdfe9d1c2d350a79f
106,68402091,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68402091/1200,"American_Coot, Juveniles are pale grayish below with a pale bill.",84eb4cf95030ca5e64c722a76f1b8c05
107,217397221,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/217397221/1200,"American_Coot, With good views note the red eye and the white shield that is topped with red.",991679130126af265c04912092657586
108,242438501,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242438501/1200,"American_Coot, Right after hatching chicks have bare red spots on their heads, rusty-colored down around their head, and a red bill.",9ccebf69ae31531f6e16483ccf91d7bf
109,139201501,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/139201501/1200,"American_Coot, To get airborne, coots typically need to beat their wings while running across the water for many yards.",6b278364d943f68c0334aafb50842d7b
110,42338141,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42338141/1200,"American_Coot, Sometimes gathers in large flocks—which can number in the thousands—during the winter.",9fb95751bb4dd5f1e5ea121d9757ac5d
111,122587741,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/122587741/1200,"American_Coot, Found in ponds, marshes, reservoirs, lake edges, roadside ditches, sewage treatment ponds, and saltwater inlets or salt marshes.",dbfe5af6addcfa0e79f749d60cd74c76
112,51777001,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/51777001/1200,"American_Crow, Large, all black bird with a slight gloss to the plumage, and a relatively long and thick bill.",b0cf33557e7b3abb1b8dbb359f84e08b
113,38263061,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38263061/1200,"American_Crow, Flies with a distinctive rowing motion, sometimes incorporating glides.",67b13919ea71b65f3299f4e91416e558
114,472843,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/472843/1200,"American_Crow, All-black bird with full-throated cawing call. Note fairly short, squared tail.",a4b3d8b4a8982b0816ec72f95aa7214f
115,43980651,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43980651/1200,"American_Crow, Darkness and glossiness of the plumage depend on lighting conditions.",a982b70a23d88d98549cffcf2d6681f8
116,42315281,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42315281/1200,"American_Crow, Along the coastlines often forages at the water's edge.",9cd8a59ae6fbeab47d4a68fc9ce99fa9
117,407693,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/407693/1200,"American_Crow, Note rounded wings, fairly short, squared tail, and relatively small bill. Flies with a rowing motion and rarely glides.",c53560021979059e58f0a0e07f62c7c6
118,55659461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/55659461/1200,"American_Crow, Will mob raptors and other perceived threats. Note short and rounded or squared tail.",42c745fa4770f7f86e3bf8377d2c9624
119,54397841,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/54397841/1200,"American_Crow, Often mobbed by smaller birds.",bca7b5239d88b49d680f59678786fbe7
120,416478,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/416478/1200,"American_Crow, Often forages on the ground for invertebrates, small animals, and seeds.",21022d04c15cf609b1bf3c7185a1ecac
121,31205461,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/31205461/1200,"American_Crow, Frequently forages at landfills and other areas with garbage.",3e780c89ca061fe5f49e5cf9c9203425
122,426323,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/426323/1200,"American_Crow, Omnivorous: catches and eats small animals; also eats carrion and garbage as well as seeds, fruits, and berries.",5aa6d147377e2550fbb62b3ad081010a
